customer_id,customer_type,order_id,order_date,product_id,product_name,quantity,unit_price,line_total
35,Enterprise,54994.0,2024-06-05,25.0,Product_25,2.0,189.88,379.76
476,Enterprise,55000.0,2024-06-05,484.0,Product_484,2.0,14.35,28.7
614,Enterprise,54996.0,2024-06-05,185.0,Product_185,1.0,268.05,268.05
664,Enterprise,54998.0,2024-06-05,358.0,Product_358,2.0,155.23,310.46
57,Enterprise,54977.0,2024-06-04,297.0,Product_297,2.0,62.46,124.92
84,Enterprise,54981.0,2024-06-04,3.0,Product_3,5.0,269.61,1348.0500000000002
84,Enterprise,54981.0,2024-06-04,85.0,Product_85,3.0,74.54,223.62
125,Enterprise,54969.0,2024-06-04,171.0,Product_171,2.0,316.2,632.4
125,Enterprise,54969.0,2024-06-04,475.0,Product_475,4.0,254.22,1016.88
191,Enterprise,54990.0,2024-06-04,61.0,Product_61,5.0,388.19,1940.95
191,Enterprise,54990.0,2024-06-04,300.0,Product_300,3.0,271.03,813.0899999999999
191,Enterprise,54990.0,2024-06-04,305.0,Product_305,1.0,72.62,72.62
260,Enterprise,54980.0,2024-06-04,183.0,Product_183,2.0,465.14,930.28
260,Enterprise,54980.0,2024-06-04,370.0,Product_370,4.0,484.31,1937.24
440,Enterprise,54991.0,2024-06-04,337.0,Product_337,4.0,174.88,699.52
440,Enterprise,54991.0,2024-06-04,461.0,Product_461,3.0,109.98,329.94
557,Enterprise,54963.0,2024-06-04,408.0,Product_408,3.0,52.42,157.26
557,Enterprise,54984.0,2024-06-04,180.0,Product_180,1.0,358.97,358.97
611,Enterprise,54986.0,2024-06-04,60.0,Product_60,4.0,89.97,359.88
611,Enterprise,54986.0,2024-06-04,368.0,Product_368,5.0,208.25,1041.25
638,Enterprise,54987.0,2024-06-04,319.0,Product_319,1.0,311.79,311.79
638,Enterprise,54987.0,2024-06-04,439.0,Product_439,5.0,186.15,930.75
814,Enterprise,54964.0,2024-06-04,97.0,Product_97,4.0,406.11,1624.44
814,Enterprise,54964.0,2024-06-04,468.0,Product_468,5.0,415.48,2077.4
890,Enterprise,54992.0,2024-06-04,81.0,Product_81,2.0,399.3,798.6
890,Enterprise,54992.0,2024-06-04,139.0,Product_139,5.0,16.63,83.14999999999999
890,Enterprise,54992.0,2024-06-04,341.0,Product_341,5.0,308.06,1540.3
153,Enterprise,54950.0,2024-06-03,229.0,Product_229,2.0,60.28,120.56
153,Enterprise,54950.0,2024-06-03,319.0,Product_319,4.0,311.79,1247.16
153,Enterprise,54950.0,2024-06-03,454.0,Product_454,4.0,422.55,1690.2
335,Enterprise,54956.0,2024-06-03,64.0,Product_64,5.0,238.48,1192.3999999999999
335,Enterprise,54956.0,2024-06-03,282.0,Product_282,2.0,366.32,732.64
440,Enterprise,54954.0,2024-06-03,124.0,Product_124,5.0,183.77,918.85
440,Enterprise,54954.0,2024-06-03,129.0,Product_129,1.0,297.6,297.6
440,Enterprise,54954.0,2024-06-03,196.0,Product_196,4.0,91.96,367.84
523,Enterprise,54938.0,2024-06-03,141.0,Product_141,2.0,174.32,348.64
536,Enterprise,54936.0,2024-06-03,1.0,Product_1,4.0,112.5,450.0
536,Enterprise,54936.0,2024-06-03,129.0,Product_129,5.0,297.6,1488.0
536,Enterprise,54936.0,2024-06-03,251.0,Product_251,3.0,331.62,994.86
541,Enterprise,54957.0,2024-06-03,28.0,Product_28,5.0,364.53,1822.6499999999999
541,Enterprise,54957.0,2024-06-03,66.0,Product_66,3.0,139.78,419.34000000000003
541,Enterprise,54957.0,2024-06-03,317.0,Product_317,5.0,104.23,521.15
645,Enterprise,54929.0,2024-06-03,138.0,Product_138,2.0,356.83,713.66
645,Enterprise,54929.0,2024-06-03,172.0,Product_172,4.0,182.67,730.68
751,Enterprise,54942.0,2024-06-03,187.0,Product_187,3.0,39.04,117.12
751,Enterprise,54942.0,2024-06-03,472.0,Product_472,1.0,179.98,179.98
751,Enterprise,54942.0,2024-06-03,474.0,Product_474,4.0,65.35,261.4
752,Enterprise,54946.0,2024-06-03,305.0,Product_305,5.0,72.62,363.1
763,Enterprise,54941.0,2024-06-03,289.0,Product_289,2.0,410.2,820.4
785,Enterprise,54953.0,2024-06-03,455.0,Product_455,5.0,302.56,1512.8
